날짜,교통량
2021.04.03,2840
2021.04.03,2501
2021.04.03,2499
2021.04.03,1641
2021.04.02,1131
2021.04.02,768
2021.04.02,594
2021.04.02,641
2021.04.02,1039
2021.04.02,2892
2021.04.02,5016
2021.04.02,5054
2021.04.02,4344
2021.04.02,4507
2021.04.02,4625
2021.04.02,4838
2021.04.02,4315
2021.04.02,4050
2021.04.02,4333
2021.04.02,4067
2021.04.02,3617
2021.04.02,4732
2021.04.02,4320
2021.04.02,3681
2021.04.02,3596
2021.04.02,3333
2021.04.02,2921
2021.04.02,2194
2021.04.01,1130
2021.04.01,793
2021.04.01,571
2021.04.01,561
2021.04.01,991
2021.04.01,2933
2021.04.01,5152
2021.04.01,5048
2021.04.01,4605
2021.04.01,4362
2021.04.01,4144
2021.04.01,4138
2021.04.01,4697
2021.04.01,4249
2021.04.01,4008
2021.04.01,4104
2021.04.01,4008
2021.04.01,4388
2021.04.01,4573
2021.04.01,3432
2021.04.01,3037
2021.04.01,2748
2021.04.01,2519
2021.04.01,1847
