집계일자,집계시,순창IC-남원JC교통량,순창IC-남원JC평균속도,남원JC-남원IC교통량,남원JC-남원IC평균속도,남원JC-순창IC교통량,남원JC-순창IC평균속도,남원IC-남원JC교통량,남원IC-남원JC평균속도,서남원IC-남원JC교통량,서남원IC-남원JC평균속도,남원JC-북남원IC교통량,남원JC-북남원IC평균속도,남원JC-서남원IC교통량,남원JC-서남원IC평균속도,북남원IC-남원JC교통량,북남원IC-남원JC평균속도
20210411,13,749,110.44,575,113.86,637,112.02,535,110.85,1416,108.88,1426,105.35,825,108.64,815,109.38
20210411,14,867,110.37,777,113.55,784,111.82,657,112.09,1679,108.19,1621,104.67,834,108.24,832,109.81
20210411,15,832,111.73,855,114.44,949,111.34,737,111.5,1888,105.69,1732,103.04,837,108.07,901,109.29
20210411,16,799,112.86,865,116.64,1039,110.33,710,113,1974,105.43,1766,104.5,761,109.32,870,110.9
20210411,17,702,113.32,812,114.22,1095,111.07,760,114.09,1713,105.94,1516,105.16,785,109.71,883,110.48
20210411,18,522,114.92,590,116.81,824,113.1,593,113.55,1220,110.16,1146,107.27,673,110.23,770,110.87
20210411,19,484,110.29,466,112.37,551,111.39,439,112.03,965,108.29,954,104.7,515,109.71,571,108.87
20210411,20,405,108.7,387,110.77,428,111.26,352,110.48,781,107.7,836,102.59,462,108.95,533,109.11
20210411,21,308,108.1,284,109.58,329,110.09,296,110.61,527,107.13,604,101.68,394,109.37,405,110.22
20210411,22,215,106.77,171,109.74,250,105.65,200,107.67,321,104.27,353,98.13,307,109.75,352,109.2
20210411,23,171,97.35,120,99.53,176,105.65,109,108.81,208,100.3,221,93.5,234,106.94,264,108.12
20210412,0,136,95.58,46,91.31,144,101.67,64,102.53,168,95.34,152,91.02,178,104.27,158,106.42
20210412,1,129,97.24,44,99.69,136,102.35,45,100.62,144,94.8,105,90.38,164,104.89,154,106.11
20210412,2,115,84.68,28,89.06,125,89.37,41,90.34,150,94.49,121,87.42,143,103.84,104,100.77
20210412,3,146,92.02,51,91.15,139,92.73,54,95.09,174,95.24,158,89.4,136,96.2,92,97.15
20210412,4,173,93.38,95,96.82,139,90.13,73,92.75,229,97.03,230,89.4,164,102.03,137,99.9
20210412,5,212,100.64,171,103.67,181,95.54,151,98.1,267,99.83,298,92.04,243,98.51,292,100.64
20210412,6,328,107.25,256,107.41,282,103.88,253,105.69,373,103.83,377,98.86,390,103.39,426,103.64
20210412,7,524,107.73,374,107.33,373,105.69,345,107.33,406,107.76,448,102.68,503,104.66,546,104.72
20210412,8,579,106.64,450,106.63,407,108.59,340,109.28,451,106.59,497,103.13,521,104.31,509,104.47
20210412,9,550,99.1,486,102.03,381,100.42,329,102.37,621,100.82,631,97.44,490,101.97,552,100.25
20210412,10,604,99.27,538,99.82,436,102.96,411,103.18,796,96.06,858,90.96,616,99.68,659,100.79
20210412,11,487,100.39,451,102.15,505,103.46,476,103.56,848,96.09,863,91.48,669,100.15,670,100.35
20210412,12,391,99.02,352,99.15,442,100.56,402,101.4,749,99.71,791,93.91,682,98.28,723,98.13
20210412,13,417,99.82,387,101.66,479,100.81,431,102.23,737,101.82,760,96.78,630,98.05,705,97.89
20210412,14,453,99.92,434,102.3,475,100.22,421,101.12,727,101.47,763,95.82,606,97.54,659,96.53
20210412,15,418,99.01,407,97.62,442,102.59,400,104.14,687,99.75,714,95.08,560,99.11,614,97.87
20210412,16,402,100.88,346,103.52,511,104.04,453,104.65,675,99.06,711,92.91,591,101.57,650,100.17
20210412,17,337,101.22,295,102.22,461,105,396,104.4,566,97.04,631,90.82,540,101.38,592,100.17
20210412,18,273,100.65,237,105.84,413,103.64,356,102.84,455,96.22,504,89.94,436,100.33,489,98.75
20210412,19,220,96.53,179,98.3,259,97.1,201,98.48,333,91.55,385,86.19,335,97.03,374,96.34
20210412,20,180,96.58,138,97.52,223,96.99,177,98.11,295,91.52,333,85.41,276,98.11,297,96.57
20210412,21,189,96.33,133,98.5,188,97.39,121,96.76,266,89.59,285,82.76,290,100.06,316,98.13
20210412,22,157,95.94,101,99.56,160,95.93,93,95.56,240,88.7,256,82.95,219,99.26,223,99.06
20210412,23,146,94.55,64,99.12,148,91.74,70,96.92,160,90.7,158,83.76,196,99.38,190,100.11
20210413,0,43,97.76,45,94.49,50,90.3,44,92.74,164,89.63,136,83.85,89,99.96,134,96.8
20210413,1,36,97.47,31,92.99,40,91.29,42,94.66,129,86.48,103,79.23,71,95.42,112,94.58
20210413,2,25,89.67,30,89.86,43,83.59,45,85.83,171,81.67,118,76.42,56,92.69,90,90.09
20210413,3,30,85.4,34,87.29,46,86.29,57,89.22,172,86.33,149,79.79,65,90.92,99,89.35
20210413,4,67,88.19,74,87.73,75,87.6,81,87.94,194,86.51,173,79.82,99,89.8,148,89.87
20210413,5,106,93.67,89,95.63,99,88.75,114,91.95,224,91.18,225,85.44,198,91.84,252,90.02
20210413,6,222,98.98,162,98.8,208,95.91,214,96.17,255,97.94,271,89.52,297,95.9,372,93.24
20210413,7,371,104.76,257,103.84,274,98.89,261,101.24,311,101.37,352,97.8,371,99.76,363,97.6
20210413,8,506,105.03,420,104.5,346,104.56,328,106.12,353,104.66,383,99.59,466,103.2,487,101.37
20210413,9,605,103.29,479,106.61,396,103.43,370,104.17,486,101.96,522,98.99,569,102.53,573,102.63
20210413,10,575,101.62,501,102.1,481,105.25,454,107.29,601,97.59,692,92.52,706,104.18,734,103.63
20210413,11,565,102.95,489,104,533,106.06,521,107.19,649,98.58,709,94.28,819,103.2,789,102.63
20210413,12,458,102.92,406,105,491,104.95,418,104.76,598,99.31,672,94.79,680,102.42,697,103.36
20210413,13,461,103.17,427,103.41,503,104.27,431,101.73,553,103.42,561,99.26,682,103.15,764,101.54
20210413,14,517,105.87,470,109.53,532,104.96,438,104.03,652,104.34,668,100.49,747,103.04,800,102.85
20210413,15,499,106.52,500,108.39,527,106.44,423,106.49,719,102.26,685,97.75,640,104.42,697,102.5
20210413,16,453,105.97,415,107.21,537,106.99,417,107.25,692,102.47,725,97.14,637,104.74,673,102.61
20210413,17,389,106.13,367,106.9,566,111.06,430,109.55,678,99.5,673,94.6,595,104.72,674,106.18
20210413,18,312,107.66,298,108.21,472,110.32,363,109.1,572,100.67,593,95.18,483,104.77,528,103.9
20210413,19,231,103.33,219,106.74,280,105.68,238,103.08,400,95.47,432,89.6,371,101.46,420,101.55
20210413,20,184,104.09,175,104.62,203,103.52,181,105.89,349,94.3,402,88.38,282,102.24,342,100.7
20210413,21,136,100.92,144,102.66,155,105.93,164,103.43,320,91.42,356,84.33,244,101.02,297,100.45
20210413,22,122,98.27,110,97.58,129,101.87,124,101.21,246,93.4,272,87.19,195,100.1,239,99.22
20210413,23,60,98.51,61,100.02,84,98.27,72,98.61,158,90.93,143,84.55,137,101.28,188,101.52
20210414,0,51,93.45,59,95.29,68,96.95,70,98.15,93,86.96,119,80.92,88,101.59,131,100.05
20210414,1,39,92.14,41,92.21,51,86.53,54,90.97,62,89.51,89,83.34,74,98.35,111,96.99
20210414,2,32,88.55,35,86.94,45,89.46,49,91.35,95,89.71,140,84.35,81,91.47,117,92.81
20210414,3,55,87.86,43,89.72,56,90.43,65,89.02,100,87.27,144,80.09,75,92.17,101,91.52
20210414,4,91,92.34,91,90.34,68,85.35,68,86.89,146,89.23,195,78.99,115,90.75,155,91.56
20210414,5,145,96.95,124,93.32,130,92.6,144,96.3,223,91.2,282,84.68,213,93.14,280,94.71
20210414,6,285,102.81,209,105.02,231,98.82,240,98.82,236,98.24,303,92.46,389,98.7,401,97.72
20210414,7,468,104.73,332,103.69,309,103.42,296,102.66,321,104.18,365,97.98,445,102.92,460,103.62
20210414,8,542,104.48,421,105.32,351,104.36,302,106.19,371,105.25,433,101.39,522,104.99,493,104.96
20210414,9,578,100.79,463,103.94,389,105.4,350,105.94,483,103.69,528,98.84,609,104.38,642,105.23
20210414,10,640,98.45,551,101.61,458,105.76,406,105.64,667,98.5,680,92.77,734,102.66,740,103.36
20210414,11,530,99.06,497,100.31,506,107.2,495,105.35,730,98.21,753,91.51,760,101.63,774,101.89
20210414,12,456,100,415,101.43,558,103.96,547,104.29,637,100.01,667,94.3,686,101.21,735,100.61
20210414,13,475,102.15,396,105.68,575,104.13,512,101.36,639,102.04,662,98.14,759,102.74,785,101.5
20210414,14,489,100.32,439,103.82,636,103.3,516,102.37,630,102.86,620,98.05,732,102.04,803,100.63
20210414,15,518,100.34,491,103,575,106.62,484,106.95,789,101.95,755,96.26,738,103.58,778,103.31
20210414,16,490,103.07,465,106.81,606,107.4,498,108.06,761,102.04,696,97.25,639,102.77,667,102.84
20210414,17,435,105.69,389,107.59,657,108.78,485,109.4,780,100.58,751,96.79,602,105.32,653,104.45
20210414,18,342,107.53,319,106.91,537,108.62,407,107.11,612,101.23,601,95.78,516,105.8,586,105.55
20210414,19,246,105.09,246,104.8,312,105.2,246,104.35,420,97.55,447,91.87,374,100.94,455,101.32
20210414,20,160,101.05,176,102.09,207,104.53,190,103.24,374,97.73,407,90.05,310,101.19,357,100.24
20210414,21,135,102.93,134,103.7,171,104.97,173,102.82,302,92.65,350,84.49,257,101.63,303,102.43
20210414,22,96,99.09,108,100.55,128,100.53,116,100.75,201,92.87,258,85.75,185,100.8,249,102.41
20210414,23,76,100.79,77,97.49,91,98.28,100,98.54,128,94.73,185,85.45,163,101.53,218,99.04
20210415,0,51,94.12,50,98.91,67,95.03,68,98.28,110,92.12,160,82.53,177,99.32,143,102.34
20210415,1,40,92.92,41,91.51,47,92.91,47,95,52,95.1,90,86.85,159,96.73,123,102.57
20210415,2,29,95.78,32,98.08,51,87.68,54,91.4,80,88.52,124,80.77,171,99.93,146,98.54
20210415,3,50,86.91,46,91.04,42,88.28,59,89.27,120,88.42,153,79.16,147,95.87,117,95.08
20210415,4,71,91.45,69,87.02,92,90.26,96,92.12,152,92.12,206,82.12,166,92.69,157,91.63
20210415,5,137,95,111,91.81,133,90.66,156,92.21,196,92.65,259,84.57,227,90.98,271,90.89
20210415,6,275,102.68,199,101.16,250,94.92,230,95.52,227,101.19,293,91.8,341,96.78,391,95.45
20210415,7,489,105.81,330,104.86,311,103.5,305,102.89,289,105.3,355,99.82,391,103.68,419,101.88
20210415,8,607,104.72,449,105.18,380,103.49,313,104.82,358,105.94,430,101,490,104.82,507,104.68
20210415,9,646,101.86,527,104.86,402,104.8,370,103.85,489,103.23,512,101.25,606,102.56,609,104.54
20210415,10,722,100.99,591,102.67,486,105.93,482,105.37,662,99.1,720,94.66,722,101.99,728,102.51
20210415,11,627,103.42,528,103.43,509,106.12,504,105.27,732,98.66,790,93.78,781,102.19,804,102.59
20210415,12,493,102.56,446,102.69,530,105.87,459,104.74,711,99.8,723,94.3,742,100.54,756,101.61
20210415,13,509,104.05,417,105.01,550,104.91,467,103.93,644,105.18,634,101.09,677,101.29,750,101.92
20210415,14,538,103.99,497,104.77,576,106.53,476,107.68,764,104.61,744,100.3,726,101.17,798,102.17
20210415,15,515,103.63,485,102.69,572,106.91,502,106.2,816,103.11,762,98.39,662,102.96,709,102.96
20210415,16,489,105.98,468,106.14,651,106.99,535,108.91,853,102.38,813,97.38,629,104.17,718,103.76
20210415,17,446,107.43,413,108.06,668,110.56,527,110.98,819,104.15,763,99.63,618,103.66,704,103.84
20210415,18,380,107.44,370,108.29,588,110.5,427,109.08,706,103.48,662,97.51,534,103.94,621,104.82
20210415,19,280,105.07,272,104.82,322,105.87,289,105.6,504,100.57,545,94.08,439,102.47,487,103.55
20210415,20,217,101.76,210,103.65,249,105.97,222,106.74,357,97.57,409,89.7,373,101.79,424,103.93
20210415,21,159,104.29,182,105.35,219,99.28,201,98.33,330,95.88,387,87.39,309,104.49,355,104.67
20210415,22,109,98.36,126,99.06,137,100.31,147,102.39,230,94.67,280,86.6,285,105.67,300,104.98
20210415,23,92,101.18,91,104.09,106,105.08,86,104.56,141,96.76,194,89.78,232,103.34,249,103.98
20210416,2,37,90.04,45,90.98,49,92.37,53,95.06,170,90.01,114,80.82,190,101.01,167,103.35
20210416,3,47,86.29,44,84.51,54,86.27,60,88.92,154,86.07,118,79.19,162,100.01,148,98
20210416,4,88,87.82,82,86.6,69,87.22,76,88.17,160,89.17,154,82.53,164,98,138,96.84
20210416,5,124,96.17,101,92.17,153,93.47,169,95.23,178,88.16,205,82.12,186,91.9,166,92.74
20210416,6,242,103.91,176,100.87,253,96.11,249,96.19,201,91.33,277,85.37,261,93.63,264,94.31
20210416,7,436,105.34,296,105.55,293,100.7,288,101.14,266,98.24,279,94.27,345,95.77,403,95.95
20210416,8,553,106.71,395,107.37,343,105.19,298,106.06,258,103.71,319,97.01,404,99.44,415,100.09
20210416,9,562,104.13,483,105.23,431,104.44,357,104.33,277,106.33,434,102.01,512,105.72,514,106.54
20210416,10,659,101.3,559,101.36,476,106.72,467,106.78,373,103.65,560,100.19,644,104.23,683,103.29
20210416,11,633,104.49,537,103.86,508,106.62,468,104.58,525,99.39,719,94.07,876,104.68,917,104.61
20210416,12,511,104.03,487,104.37,504,102.92,502,104.21,674,102.23,825,97.55,960,102.73,979,102.8
20210416,13,560,105.79,506,109.22,529,105.52,441,106.71,737,103.36,753,100.5,922,102.21,962,101.82
20210416,14,593,108.6,525,111.24,615,106.21,559,106.43,719,106.32,777,101.98,848,103.13,900,103.08
20210416,15,646,108.06,630,109.51,680,108.24,545,108.66,759,104.46,857,102.35,894,103.35,912,103.59
20210416,16,643,109.24,633,110.91,686,110.21,629,111.48,852,103.36,950,99.63,905,107.01,984,107.66
20210416,17,553,111.79,586,111.48,863,113.6,689,115.64,984,104.9,974,101.59,961,107.14,1019,107.99
20210416,18,555,112.37,535,113.12,816,114.23,625,114.6,1018,105.69,1053,101.95,1006,108,1117,108.39
20210416,19,421,109.97,468,111.02,501,111.45,443,110.88,1107,106.1,982,102.15,928,109.2,1069,110.11
20210416,20,282,108,305,108.88,382,110.82,386,111.58,1018,107.39,724,102.32,852,109.4,920,110.76
20210416,21,186,105.9,181,107.01,268,109.73,255,110.16,694,106.03,527,100.11,692,109.54,740,110.86
20210416,22,126,108.74,137,109.91,188,107.5,193,108.82,471,99.32,389,93.14,662,109.32,731,110.75
20210416,23,75,104.23,88,108.26,129,107.2,117,108.73,338,100.72,282,92.87,514,109.88,575,110.41
20210416,0,45,94.28,50,98.68,72,94.62,62,99.99,251,99.84,187,94.42,398,108.26,453,109.62
20210416,1,40,96.87,38,95.51,52,91.41,42,96.89,191,89.55,148,81.95,198,98.96,193,99.69
20210417,0,41,98.21,44,99.22,81,105.03,71,107.49,172,98.12,147,92.65,271,106.54,300,107.55
20210417,1,47,98.33,48,97.79,56,99.15,57,99.27,125,95.49,87,89.12,231,107.27,262,107.95
20210417,2,25,97.31,34,95.11,53,94.08,49,91.33,149,93.19,98,87.31,214,103.46,234,102.67
20210417,3,24,92.51,26,98.51,42,92.81,57,93.44,128,96.19,97,91.92,198,102.54,189,103.15
20210417,4,74,92.98,65,93.16,63,92.17,76,94.22,184,94.3,149,89.95,196,98.97,190,99.33
20210417,5,145,98.06,97,102.4,89,93.47,110,96.73,208,95.66,213,89.92,230,97.97,270,98.97
20210417,6,262,102.29,200,104.46,219,98.47,198,99.72,284,105.36,320,101.18,350,102.54,392,102.52
20210417,7,389,105.12,324,106.46,286,104.06,258,107.68,360,107.85,399,103.79,489,107.49,556,108.03
20210417,8,520,107.53,443,109.44,328,109.25,314,109.08,505,108.84,527,106.01,665,108.38,721,109.07
20210417,9,620,106.47,529,107.81,514,110.2,497,110.06,626,105.87,670,103.26,1007,107.57,1086,107.65
20210417,10,783,106.83,639,110.37,610,109.44,569,109.49,807,105.53,829,102.08,1364,106.87,1356,108.93
20210417,11,758,107.02,615,110.69,661,110.7,651,110.04,802,105.93,874,105.1,1406,106.08,1399,106.17
20210417,12,726,109.45,600,109.98,614,110.21,597,107.96,747,105.16,799,102.95,1360,106.81,1326,107.79
20210417,13,708,110.44,577,114.5,620,108.29,544,108.83,846,108.34,865,106.1,1070,107.91,1034,107.67
20210417,14,810,109.47,620,111.93,707,110.38,593,110.3,946,106.06,958,105.44,1074,107.75,1051,106.83
20210417,15,743,110.61,651,112.08,782,108.36,658,108.65,1089,106.19,1082,105.41,1100,107.95,1107,107.23
20210417,16,646,110.58,588,111.75,811,109.56,633,111.17,1196,106.08,1142,105.33,990,109.3,1060,107.83
20210417,17,594,110.2,560,112.89,829,110.52,641,111.91,1113,107.02,1090,105.31,814,111.38,885,111.58
20210417,18,473,113.75,467,114.83,633,113.38,466,113.29,801,109.48,781,108.88,760,111.9,817,110.73
20210417,19,330,109.05,316,110.39,463,111.13,359,111.22,593,107.81,630,105.3,451,109.56,517,108.06
20210417,20,240,110.01,222,113.11,332,109.61,252,106.8,445,108.07,481,103.81,360,109.21,422,109.86
20210417,21,169,108.2,175,108.2,229,109.06,167,108.7,380,107.51,405,104.51,338,110.21,385,108.17
20210417,22,112,105.82,123,108.38,145,108.53,121,108.73,263,105.85,258,100.7,230,109.74,263,110.01
20210417,23,67,110.06,74,108.4,105,104.95,94,105.57,173,102.74,156,99.32,194,109.46,195,110.04
20210418,0,45,101.71,41,103.48,55,108.54,51,109.76,158,103.58,120,101.68,171,109.52,149,109.79
20210418,1,41,97.66,37,106.05,35,99.5,35,103.24,133,106.09,93,98.32,144,107.1,97,104.27
20210418,2,26,100.14,28,99.38,34,96.5,30,100.75,87,105.4,62,98.27,129,105.32,98,103.25
20210418,3,31,102.76,29,109.86,26,96.48,27,95.7,105,101.56,58,94.49,129,102.28,85,99.06
20210418,4,32,102.73,29,109.96,32,100.13,35,93.92,150,103.22,112,99.7,126,101.89,101,101.03
20210418,5,63,109.21,42,104.03,57,100.32,46,97.32,179,107.2,143,106.52,159,101.9,135,99.58
20210418,6,135,111.79,104,112.73,94,106.5,97,105.39,225,110.62,225,107.69,206,103.78,206,104.68
20210418,7,276,109.46,211,110.69,154,108.33,163,106.16,296,111.99,330,108.21,280,106.9,285,106.76
20210418,8,350,109.03,296,110.47,184,112.29,216,109.05,397,110.1,465,108.75,398,108.68,427,107.54
20210418,9,475,107.42,375,108.78,332,111.43,324,109.29,671,107.79,705,105.78,559,108.53,586,109.32
20210418,10,640,107.5,506,111.21,457,111.74,469,110.69,930,106.43,967,105.28,841,108.68,805,109.07
20210418,11,654,108.26,501,110.9,543,112.02,511,111.44,1060,107.36,1100,106.22,902,108.47,858,108.84
20210418,12,609,110.37,510,112.32,551,112.15,502,109.55,1175,107.67,1226,105.96,846,109.18,819,107.19
20210418,13,625,110.32,508,113.7,582,110.51,473,110.06,1380,108.66,1329,107.99,748,108.56,746,109.33
20210418,14,702,110.99,680,113.78,742,110.09,607,109.3,1572,106.92,1490,106.21,804,109.73,877,108.12
20210418,15,794,112.6,775,116.49,892,110.13,717,110.24,1745,105.92,1628,105.75,773,109.54,840,108.98
20210418,16,746,112.66,876,115.32,1014,111.02,789,111.59,1929,104.78,1774,103.29,834,110.14,908,110.6
20210418,17,668,113.79,802,115.58,851,111.62,695,113.75,1436,107.44,1335,106.32,759,110.61,843,110.91
20210418,18,490,112.89,577,114.86,729,112.84,621,113.2,1138,110.56,1105,108.39,594,110.38,665,110.45
20210418,19,428,110.31,428,111.36,543,111.2,440,110.92,875,107.82,884,104.49,539,109.69,608,110.17
20210418,20,348,109.54,366,110.2,398,111.83,379,111.02,632,107.12,708,101.31,486,108.54,514,109.06
20210418,21,251,107.81,220,108.48,321,111.18,291,110.95,476,106.2,552,100.42,389,108.68,430,109.41
20210418,22,168,108.05,179,108.18,183,110.49,182,108.83,329,101.53,360,96.08,337,109.36,360,110
20210418,23,78,107.16,69,107.06,134,104.79,125,108.37,226,97.13,253,90.45,263,107.81,287,107.77
20210419,0,52,100.85,51,103.59,61,103.22,71,100.92,164,96.51,135,87.63,193,104.89,179,108.62
20210419,1,42,99.71,40,101.71,44,97.25,38,98.68,116,100.1,95,89.59,162,105.85,127,104.41
20210419,2,32,92.93,36,91.51,49,94.94,45,92.15,163,93.77,134,86,152,103.58,129,104.23
20210419,3,50,93.15,39,95.46,43,101.51,49,96.5,200,96.29,170,88.25,149,98.76,123,102.34
20210419,4,117,95.61,102,96.41,78,94.56,81,95.9,244,96.98,235,90.6,182,97.7,171,97.83
20210419,5,207,104.97,177,104.57,161,96.75,172,99.08,273,100.06,300,93.74,278,100.29,347,99
20210419,6,391,106.02,301,107.18,305,106.49,307,105.59,358,105.71,409,98.6,454,103.05,466,104.04
20210419,7,579,107.99,424,109.25,360,104.73,332,104.52,420,106.24,464,102.11,570,106,563,105.84
20210419,8,646,106.3,502,106.14,396,107.28,347,107.32,412,105.55,479,101.27,558,105.22,542,105.73
20210419,9,653,103.7,519,103.91,382,105.22,349,106.56,505,104.14,617,99.53,567,103.85,595,103.33
20210419,10,594,103.09,525,103.8,462,105.92,456,106.06,714,100.38,751,94.8,685,102.8,726,104.01
20210419,11,544,103.8,459,102.69,528,105.91,518,105.85,737,100.84,811,95.66,817,101.67,846,101.7
20210419,12,471,104.03,396,103.99,487,104.42,455,102.61,683,101.98,736,97.43,674,101.17,729,100.44
20210419,13,443,106.86,365,109.57,510,104.34,436,102.44,697,104.54,719,100.15,691,101.75,753,100.43
20210419,14,502,105.45,443,105.9,489,105.8,415,104.27,776,103.36,784,100.38,774,102.77,826,102.42
20210419,15,464,105.76,425,106.89,493,104.92,403,104.57,803,102.2,821,98.03,730,103.58,808,102.87
20210419,16,431,107.27,404,108.81,593,109.44,479,109.66,827,101.66,841,97.86,585,106.03,679,106.33
20210419,17,395,105.76,382,107.01,574,108.75,443,109.33,807,100.1,815,95.26,647,104.87,745,105.1
20210419,18,317,104.75,318,104.73,471,110.6,338,110.06,672,100.59,683,94.67,507,105.15,602,104.73
20210419,19,233,103.42,232,104.97,286,106.91,224,104.55,435,99.21,478,93.91,415,100.7,440,101.26
20210419,20,203,104.29,204,105.15,216,102.69,194,102.96,436,97.26,463,90.73,315,103.31,354,104.4
20210419,21,140,103.41,130,101.15,183,104.12,172,102.54,354,93.62,404,87.81,300,100.19,332,100.55
20210419,22,90,100.95,93,102.32,124,103.36,121,102.94,252,95.17,274,86.7,252,101.82,238,101.75
20210419,23,81,98.44,77,98.48,88,98.04,84,101.48,176,98.24,169,91.92,216,100.78,224,101.38
20210420,0,55,93.17,54,92.06,61,96.41,70,94.95,176,93.32,154,87.93,202,100.02,188,101.22
20210420,1,40,94.21,34,93.45,47,90.07,49,93.28,121,95.58,95,86.8,170,96.09,159,96.67
20210420,2,31,85.8,34,88.57,59,90.14,55,89.8,171,90.22,132,81.35,168,96.99,154,96.93
20210420,3,46,91.03,38,89.99,62,98.38,69,95.57,192,92.91,172,83.87,170,94.94,151,96.23
20210420,4,84,89.42,73,88.19,85,90.55,93,91.26,208,90.54,199,84.98,198,90.74,179,93.05
20210420,5,134,97.67,93,96.87,156,89.94,157,91.92,262,90.8,261,83.69,274,91.14,296,90.93
20210420,6,270,100.93,191,99.7,244,97.42,242,97.64,295,95.94,323,91.52,379,96.76,397,96.74
